,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
ALIDIL_FSR.cif_58,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10143041288291524,0.727372686233121,2.1690741512969614,4.071474718472435,5.6904606093200885,6.692755347718245,7.203425084022538,7.438892966584204,7.526723667643977,3.426757983098783,0.5246164626814465,0.0036469511624791463,11.696456042937161,5.427641534136727,7.177680525865302,1.6858896801988867,0.8873078252271377,1.914190962025586,0.14023976565100588,2.0092259504351846,0.13190242163044025,7.241334439155805,-0.515089831282921,-1.1718580058029373,-0.14023976565100588,-1.6370079564909679,0.03373458567473624,-7.241334439155805,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_59,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10143041288291492,0.7273726862331206,2.1690741512969605,4.071474718472434,5.690460609320087,6.6927553477182435,7.203425084022535,7.4388929665842,7.526723667643975,3.4267579830987818,0.5246164626814458,0.003646951162479133,11.69645604293716,5.4276415341367255,7.177680525865298,1.685889680198886,0.887307825227141,1.9141909620255928,0.14023976565100646,2.0092259504351926,0.13190242163044064,7.2413344391558345,-0.5150898312829235,-1.1718580058029429,-0.14023976565100646,-1.6370079564909752,0.033734585674736195,-7.2413344391558345,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_60,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12320047452195079,0.7609157969030255,2.097738506965864,4.06360663381821,5.930356882906602,7.136701877793605,7.759625287876513,8.048107477703681,8.155874899372236,3.364423746964276,0.565570504294866,0.005376128513222552,12.405148885224726,5.311586066973465,7.628820977063977,1.5274261280082828,1.1861295289448903,2.4830279455476516,0.1139373231068659,2.097628113799817,0.3141951595551026,8.20939410686177,0.04675629787623135,-0.02422209682694802,-0.1139373231068659,-0.8647422869786958,0.23443903338029656,-8.20939410686177,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_61,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12320047452195022,0.7609157969030237,2.0977385069658614,4.063606633818208,5.930356882906603,7.136701877793605,7.759625287876508,8.04810747770368,8.155874899372233,3.364423746964274,0.5655705042948644,0.005376128513222503,12.405148885224715,5.31158606697346,7.628820977063967,1.5274261280082797,1.1861295289448954,2.483027945547663,0.11393732310686694,2.0976281137998307,0.3141951595551031,8.209394106861817,0.04675629787622629,-0.024222096826959222,-0.11393732310686694,-0.8647422869787091,0.23443903338029626,-8.209394106861817,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_62,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12320047452195115,0.7609157969030264,2.0977385069658654,4.063606633818211,5.930356882906605,7.136701877793608,7.759625287876513,8.048107477703685,8.155874899372236,3.364423746964277,0.5655705042948665,0.00537612851322258,12.405148885224733,5.311586066973464,7.628820977063989,1.5274261280082846,1.1861295289448959,2.4830279455476636,0.11393732310686706,2.0976281137998325,0.3141951595551028,8.20939410686182,0.04675629787622511,-0.024222096826961595,-0.11393732310686706,-0.8647422869787116,0.234439033380296,-8.20939410686182,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_63,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12320047452195076,0.7609157969030254,2.0977385069658636,4.06360663381821,5.930356882906601,7.136701877793604,7.759625287876511,8.048107477703681,8.155874899372233,3.3644237469642757,0.565570504294866,0.005376128513222544,12.405148885224724,5.311586066973459,7.62882097706398,1.5274261280082835,1.186129528944893,2.4830279455476574,0.11393732310686623,2.0976281137998227,0.31419515955510324,8.20939410686179,0.046756297876230674,-0.02422209682694971,-0.11393732310686623,-0.8647422869786991,0.2344390333802969,-8.20939410686179,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_64,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3177276777384453,1.0211353407199129,2.2296969794872714,3.911203934672114,5.458918335582432,6.450316593786603,6.961554802856455,7.198319353934349,7.286777531636141,3.3220022219413514,0.8307006378488836,0.06086759656389647,10.805354769290506,5.372160922605977,6.493760835634343,1.814944917893073,1.9908855705459385,4.3686237340133305,0.38612728915824013,5.079903883811859,0.16195541172124223,17.676973635894495,-1.870387321036463,-4.128308050104107,-0.38612728915824013,-4.959405634302384,-0.1083336906895256,-17.676973635894495,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_65,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31772767773844546,1.0211353407199135,2.2296969794872727,3.9112039346721144,5.458918335582429,6.4503165937866,6.961554802856453,7.198319353934346,7.2867775316361385,3.3220022219413505,0.8307006378488845,0.060867596563896294,10.8053547692905,5.3721609226059766,6.493760835634339,1.8149449178930732,1.990885570545938,4.368623734013329,0.3861272891582399,5.079903883811857,0.16195541172124234,17.676973635894488,-1.8703873210364617,-4.1283080501041045,-0.3861272891582399,-4.959405634302381,-0.10833369068952539,-17.676973635894488,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_66,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.317727677738445,1.021135340719913,2.229696979487271,3.9112039346721135,5.458918335582432,6.450316593786604,6.961554802856454,7.198319353934346,7.28677753163614,3.3220022219413505,0.8307006378488835,0.060867596563896405,10.805354769290501,5.3721609226059766,6.493760835634339,1.8149449178930726,1.9908855705459398,4.368623734013333,0.3861272891582404,5.0799038838118635,0.16195541172124236,17.676973635894505,-1.8703873210364639,-4.128308050104109,-0.3861272891582404,-4.959405634302387,-0.1083336906895256,-17.676973635894505,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_67,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31772767773844557,1.0211353407199135,2.2296969794872714,3.9112039346721117,5.45891833558243,6.4503165937866,6.961554802856452,7.198319353934347,7.2867775316361385,3.3220022219413496,0.830700637848884,0.0608675965638966,10.805354769290496,5.372160922605973,6.493760835634336,1.8149449178930723,1.9908855705459385,4.36862373401333,0.38612728915824013,5.07990388381186,0.16195541172124225,17.676973635894495,-1.8703873210364628,-4.128308050104107,-0.38612728915824013,-4.959405634302383,-0.10833369068952556,-17.676973635894495,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_68,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.165240173881196,0.8020819058696022,1.993429797529685,3.9546585802009653,6.073481789413771,7.544252996863134,8.329372521901584,8.698314252822946,8.836967490688782,3.2215311548499552,0.6210118433572046,0.010971820424368837,11.841258605145299,5.189582055031902,6.933750999528583,1.4139631018831884,2.10094727912471,4.397433562526716,0.2011710423801426,3.7103156181658505,0.5577258347477285,14.528157243226401,0.08923685532328365,-0.029439833990360285,-0.2011710423801426,-1.520131483717857,0.4169061050816288,-14.528157243226401,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_69,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16524017388119594,0.802081905869602,1.9934297975296842,3.9546585802009626,6.07348178941377,7.544252996863134,8.329372521901579,8.698314252822948,8.83696749068878,3.221531154849954,0.6210118433572047,0.010971820424368853,11.841258605145295,5.189582055031907,6.933750999528577,1.413963101883187,2.10094727912471,4.397433562526717,0.20117104238014302,3.7103156181658545,0.5577258347477281,14.528157243226412,0.08923685532328068,-0.0294398339903665,-0.20117104238014302,-1.520131483717863,0.4169061050816281,-14.528157243226412,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_70,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16524017388119608,0.8020819058696016,1.9934297975296835,3.9546585802009635,6.073481789413773,7.544252996863136,8.329372521901586,8.69831425282295,8.836967490688783,3.221531154849955,0.6210118433572044,0.010971820424368908,11.841258605145297,5.189582055031904,6.933750999528582,1.4139631018831875,2.10094727912471,4.397433562526716,0.20117104238014258,3.7103156181658505,0.5577258347477286,14.528157243226403,0.08923685532328413,-0.02943983399035934,-0.20117104238014258,-1.5201314837178568,0.4169061050816289,-14.528157243226403,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_71,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16524017388119588,0.802081905869602,1.9934297975296846,3.954658580200965,6.073481789413771,7.544252996863134,8.329372521901583,8.69831425282295,8.836967490688783,3.2215311548499543,0.6210118433572046,0.010971820424368846,11.8412586051453,5.189582055031904,6.933750999528584,1.4139631018831873,2.1009472791247106,4.397433562526716,0.20117104238014274,3.7103156181658528,0.5577258347477285,14.528157243226405,0.08923685532328247,-0.029439833990363158,-0.20117104238014274,-1.5201314837178597,0.41690610508162856,-14.528157243226405,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_72,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176680405208498,0.7409286813158127,2.332094711566953,4.701451993295514,6.9424635334852125,8.413443635379243,9.183068694496024,9.542015641586042,9.67652724401126,3.8641814543079747,0.530810937532191,0.0036734502774171313,16.110872627852782,7.225824365240215,9.431891141471958,1.9613361029234988,1.3766193420076032,3.022059271646489,0.2682791504579251,3.5228525456710047,0.10957220008477361,12.248679719196517,-1.3061721625716483,-2.8815629393383926,-0.2682791504579251,-3.4524053662350496,-0.07822320523577377,-12.248679719196517,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_73,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176680405208434,0.7409286813158108,2.3320947115669513,4.701451993295513,6.942463533485208,8.413443635379245,9.183068694496022,9.542015641586035,9.676527244011258,3.8641814543079724,0.5308109375321894,0.0036734502774170893,16.110872627852782,7.225824365240217,9.431891141471947,1.9613361029234968,1.3766193420076045,3.022059271646491,0.2682791504579254,3.522852545671008,0.10957220008477375,12.248679719196529,-1.3061721625716498,-2.881562939338395,-0.2682791504579254,-3.4524053662350527,-0.07822320523577385,-12.248679719196529,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_74,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176680405208442,0.740928681315811,2.332094711566953,4.701451993295515,6.942463533485211,8.413443635379247,9.183068694496026,9.542015641586037,9.676527244011263,3.864181454307974,0.5308109375321894,0.0036734502774170975,16.110872627852793,7.225824365240212,9.431891141471958,1.961336102923497,1.3766193420076047,3.0220592716464916,0.26827915045792533,3.522852545671008,0.10957220008477384,12.248679719196533,-1.3061721625716494,-2.8815629393383944,-0.26827915045792533,-3.4524053662350522,-0.07822320523577374,-12.248679719196533,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_75,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176680405208478,0.7409286813158124,2.3320947115669526,4.701451993295516,6.9424635334852125,8.413443635379245,9.183068694496027,9.542015641586044,9.676527244011261,3.8641814543079747,0.5308109375321904,0.0036734502774171188,16.110872627852785,7.225824365240216,9.43189114147196,1.9613361029234986,1.376619342007603,3.0220592716464885,0.2682791504579251,3.522852545671004,0.10957220008477372,12.248679719196513,-1.3061721625716478,-2.881562939338391,-0.2682791504579251,-3.4524053662350482,-0.07822320523577364,-12.248679719196513,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_76,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1320698924909724,0.8604566917905564,2.443426729900522,4.784999900826627,7.094615407321716,8.646780128944057,9.466936269152711,9.850998544328133,9.995152586690912,3.9452132528413624,0.6322041040432625,0.005691836282284052,16.349578627754983,7.754434088359382,9.470551273160691,2.1632059543321214,1.931716669333461,4.163294719373082,0.30142828865665133,4.3431429785866715,0.29443587662216886,15.687149119800331,-1.0825662172330521,-2.469791515226632,-0.30142828865665133,-3.4939925264862626,0.08343607456251316,-15.687149119800331,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_77,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1320698924909729,0.8604566917905572,2.443426729900523,4.7849999008266275,7.094615407321713,8.646780128944053,9.466936269152713,9.850998544328139,9.995152586690912,3.945213252841363,0.6322041040432634,0.005691836282284085,16.349578627754983,7.7544340883593845,9.470551273160698,2.1632059543321227,1.931716669333458,4.163294719373075,0.3014282886566508,4.343142978586665,0.29443587662216864,15.687149119800305,-1.0825662172330492,-2.4697915152266257,-0.3014282886566508,-3.493992526486255,0.08343607456251334,-15.687149119800305,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_78,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.13206989249097345,0.8604566917905585,2.443426729900524,4.784999900826626,7.094615407321714,8.646780128944053,9.466936269152711,9.85099854432814,9.99515258669091,3.945213252841363,0.6322041040432647,0.005691836282284143,16.349578627754994,7.754434088359382,9.470551273160703,2.163205954332126,1.9317166693334609,4.163294719373082,0.30142828865665133,4.3431429785866715,0.29443587662216886,15.68714911980033,-1.0825662172330521,-2.469791515226632,-0.30142828865665133,-3.4939925264862626,0.08343607456251323,-15.68714911980033,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_79,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.13206989249097298,0.8604566917905574,2.443426729900523,4.784999900826627,7.094615407321716,8.646780128944055,9.466936269152711,9.850998544328137,9.99515258669091,3.945213252841363,0.6322041040432634,0.0056918362822841,16.34957862775499,7.754434088359392,9.470551273160693,2.1632059543321227,1.9317166693334606,4.163294719373081,0.30142828865665133,4.343142978586672,0.29443587662216875,15.687149119800331,-1.0825662172330524,-2.4697915152266323,-0.30142828865665133,-3.4939925264862635,0.08343607456251306,-15.687149119800331,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_80,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3199284678036261,1.0303868191336647,2.3550694587122427,4.572785155868646,6.930551028099082,8.55326781374172,9.416722937152791,9.821980180272089,9.974210097183331,3.748122853510536,0.8365368313425957,0.06151282073434375,15.641268162293281,7.25125872945362,9.090374044755118,2.0568498929757766,2.4297095530986814,5.346333996011802,0.48558476521997557,6.3143876748584855,0.17074931634145885,21.86024306989292,-2.4261380991010744,-5.339211266731674,-0.48558476521997557,-6.310816220860878,-0.1691600193125237,-21.86024306989292,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_81,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31992846780362716,1.0303868191336638,2.35506945871224,4.572785155868645,6.930551028099082,8.553267813741726,9.416722937152793,9.82198018027209,9.97421009718333,3.748122853510535,0.8365368313425956,0.06151282073434455,15.641268162293265,7.251258729453623,9.090374044755096,2.056849892975774,2.4297095530986805,5.3463339960118,0.4855847652199754,6.314387674858484,0.1707493163414587,21.860243069892906,-2.426138099101074,-5.339211266731674,-0.4855847652199754,-6.310816220860876,-0.16916001931252375,-21.860243069892906,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_82,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3199284678036281,1.0303868191336654,2.3550694587122414,4.572785155868646,6.930551028099085,8.553267813741726,9.416722937152791,9.821980180272094,9.974210097183335,3.7481228535105355,0.8365368313425974,0.061512820734344824,15.641268162293274,7.251258729453621,9.090374044755105,2.056849892975779,2.429709553098679,5.346333996011797,0.48558476521997507,6.314387674858479,0.1707493163414586,21.860243069892896,-2.4261380991010726,-5.339211266731669,-0.48558476521997507,-6.310816220860873,-0.1691600193125236,-21.860243069892896,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_83,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3199284678036263,1.0303868191336647,2.3550694587122414,4.572785155868647,6.930551028099084,8.553267813741723,9.416722937152795,9.82198018027209,9.97421009718333,3.7481228535105355,0.8365368313425964,0.06151282073434372,15.641268162293283,7.251258729453616,9.090374044755126,2.0568498929757766,2.4297095530986814,5.346333996011801,0.48558476521997546,6.314387674858485,0.17074931634145882,21.860243069892913,-2.4261380991010735,-5.339211266731672,-0.48558476521997546,-6.310816220860876,-0.1691600193125236,-21.860243069892913,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_84,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3884409413183629,1.1762341896754978,2.4640159447533603,4.5665345092034615,6.769897244067866,8.262249705722375,9.048565482800727,9.415840059952345,9.553516237059352,3.78705545198145,0.973766200291868,0.06967206000702089,16.646024723542446,7.347632484075579,9.968657512327944,2.209161018079922,3.1501033414691593,6.76352479859104,0.4662476061290442,6.880084190501512,0.5387705019231266,25.07546882992668,-1.5123727198212837,-3.4964962230337675,-0.4662476061290442,-5.242353568853638,0.21239717763279592,-25.07546882992668,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,-5.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_85,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3884409413183637,1.176234189675498,2.46401594475336,4.566534509203461,6.769897244067867,8.262249705722372,9.048565482800724,9.415840059952341,9.553516237059352,3.7870554519814497,0.9737662002918687,0.06967206000702145,16.646024723542446,7.347632484075574,9.96865751232794,2.20916101807992,3.150103341469159,6.763524798591036,0.4662476061290441,6.880084190501512,0.5387705019231266,25.075468829926674,-1.5123727198212822,-3.496496223033766,-0.4662476061290441,-5.242353568853635,0.2123971776327961,-25.075468829926674,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,-5.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_86,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.38844094131836604,1.176234189675501,2.4640159447533625,4.566534509203461,6.769897244067865,8.262249705722374,9.048565482800724,9.415840059952341,9.553516237059352,3.787055451981451,0.9737662002918711,0.06967206000702236,16.646024723542432,7.34763248407558,9.968657512327939,2.2091610180799246,3.15010334146916,6.763524798591041,0.4662476061290445,6.880084190501517,0.5387705019231266,25.075468829926688,-1.512372719821285,-3.496496223033771,-0.4662476061290445,-5.24235356885364,0.21239717763279564,-25.075468829926688,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,-5.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_87,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3884409413183626,1.1762341896754973,2.464015944753359,4.566534509203458,6.769897244067867,8.262249705722374,9.048565482800726,9.415840059952346,9.55351623705935,3.7870554519814497,0.9737662002918677,0.06967206000702082,16.64602472354244,7.347632484075578,9.968657512327939,2.20916101807992,3.1501033414691606,6.76352479859104,0.4662476061290446,6.880084190501517,0.5387705019231266,25.075468829926695,-1.512372719821285,-3.496496223033772,-0.4662476061290446,-5.24235356885364,0.2123971776327957,-25.075468829926695,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,-5.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_88,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6766764681732557,1.7171263462817288,3.083482169141978,5.0576642650588735,7.104997934913547,8.513609294133284,9.264641150271357,9.617578840607507,9.750232982707127,4.335621873624813,1.4702837080268063,0.1442458055361941,16.725929105462782,10.159389913222963,8.744592443074511,2.6169675855201073,4.001719028107529,8.755520511595394,0.7509966477890858,10.009692210420216,0.38374936341560895,35.028528096319356,-3.5082474497833287,-7.77055124126029,-0.7509966477890858,-9.516220632096015,-0.14194829003675055,-35.028528096319356,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_89,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6766764681732549,1.7171263462817279,3.083482169141977,5.057664265058869,7.104997934913546,8.513609294133287,9.264641150271359,9.617578840607507,9.750232982707127,4.335621873624814,1.4702837080268056,0.14424580553619376,16.72592910546277,10.159389913222961,8.744592443074502,2.616967585520107,4.001719028107526,8.755520511595387,0.750996647789085,10.009692210420205,0.38374936341560906,35.028528096319334,-3.5082474497833243,-7.770551241260279,-0.750996647789085,-9.516220632096003,-0.14194829003674989,-35.028528096319334,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_90,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6766764681732553,1.7171263462817283,3.0834821691419774,5.057664265058873,7.104997934913548,8.513609294133287,9.264641150271363,9.617578840607507,9.750232982707129,4.335621873624814,1.4702837080268059,0.14424580553619382,16.725929105462786,10.159389913222974,8.744592443074517,2.6169675855201078,4.001719028107526,8.755520511595385,0.7509966477890849,10.009692210420205,0.383749363415609,35.02852809631933,-3.5082474497833234,-7.770551241260277,-0.7509966477890849,-9.516220632096003,-0.14194829003674986,-35.02852809631933,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_91,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6766764681732559,1.7171263462817292,3.0834821691419787,5.05766426505887,7.104997934913547,8.513609294133282,9.26464115027136,9.61757884060751,9.750232982707129,4.335621873624812,1.4702837080268065,0.1442458055361942,16.725929105462793,10.159389913222967,8.744592443074518,2.616967585520109,4.0017190281075266,8.755520511595389,0.7509966477890851,10.009692210420209,0.38374936341560906,35.02852809631934,-3.508247449783325,-7.770551241260282,-0.7509966477890851,-9.516220632096006,-0.14194829003675005,-35.02852809631934,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_92,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6707335750318559,1.6920832542168978,3.065627383376723,5.186235924765785,7.437287823873071,8.987459201182837,9.812303013584968,10.19941067970155,10.344817009859646,4.399542939210049,1.4501108917904724,0.1440216758418932,17.89661296125069,10.579345129233573,9.439639464534324,2.7097534061928976,4.009285030194804,8.772546362527597,0.7528779403367054,10.032308552888448,0.38350599008837283,35.10398395770813,-3.5194943731722494,-7.794924211110578,-0.7528779403367054,-9.542517895865894,-0.1435085681473205,-35.10398395770813,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_93,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.6707335750318555,1.6920832542168969,3.0656273833767234,5.186235924765787,7.437287823873073,8.987459201182837,9.81230301358497,10.199410679701554,10.344817009859646,4.399542939210047,1.4501108917904713,0.14402167584189304,17.896612961250696,10.57934512923357,9.43963946453433,2.7097534061928967,4.009285030194804,8.7725463625276,0.7528779403367053,10.032308552888447,0.3835059900883728,35.10398395770813,-3.519494373172249,-7.794924211110579,-0.7528779403367053,-9.542517895865892,-0.14350856814732046,-35.10398395770813,1.0,1.9960000000000004,0.0,1.0,0.4900000000000002,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
